[*] Loaded model from /home/huaze/ME_MF_MARL/MFRL-tf/data/models/mfac/6-predator/ac_999
[*] Loaded model from /home/huaze/ME_MF_MARL/MFRL-tf/data/models/mfac/4-prey/ac_999


[*] ROUND #0, EPS: 0.00 NUMBER: 30
> step #50, info: {'kill': 228.0}
> step #100, info: {'kill': 554.0}

[INFO] {'predator': {'mean_reward': 184.66666666666666}, 'prey': {'mean_reward': -598.8999337187801}}


[*] ROUND #1, EPS: 0.00 NUMBER: 30
> step #50, info: {'kill': 322.0}
> step #100, info: {'kill': 429.0}

[INFO] {'predator': {'mean_reward': 143.0}, 'prey': {'mean_reward': -434.8723704406895}}


[*] ROUND #2, EPS: 0.00 NUMBER: 30
> step #50, info: {'kill': 191.0}
> step #100, info: {'kill': 319.0}

[INFO] {'predator': {'mean_reward': 106.33333333333333}, 'prey': {'mean_reward': -562.633212321861}}


[*] ROUND #3, EPS: 0.00 NUMBER: 30
> step #50, info: {'kill': 126.0}
> step #100, info: {'kill': 128.0}

[INFO] {'predator': {'mean_reward': 42.666666666666664}, 'prey': {'mean_reward': -866.3827839003292}}


[*] ROUND #4, EPS: 0.00 NUMBER: 30
> step #50, info: {'kill': 111.0}
> step #100, info: {'kill': 223.0}

[INFO] {'predator': {'mean_reward': 74.33333333333333}, 'prey': {'mean_reward': -233.73759850503453}}


[*] ROUND #5, EPS: 0.00 NUMBER: 30
> step #50, info: {'kill': 71.0}
> step #100, info: {'kill': 71.0}

[INFO] {'predator': {'mean_reward': 23.666666666666668}, 'prey': {'mean_reward': -682.2381232545708}}


[*] ROUND #6, EPS: 0.00 NUMBER: 30
> step #50, info: {'kill': 241.0}
> step #100, info: {'kill': 394.0}

[INFO] {'predator': {'mean_reward': 131.33333333333334}, 'prey': {'mean_reward': -397.84721789438856}}


[*] ROUND #7, EPS: 0.00 NUMBER: 30
> step #50, info: {'kill': 151.0}
> step #100, info: {'kill': 217.0}

[INFO] {'predator': {'mean_reward': 72.33333333333333}, 'prey': {'mean_reward': -309.1092655434849}}


[*] ROUND #8, EPS: 0.00 NUMBER: 30
> step #50, info: {'kill': 212.0}
> step #100, info: {'kill': 322.0}

[INFO] {'predator': {'mean_reward': 107.33333333333333}, 'prey': {'mean_reward': -322.5304497240772}}


[*] ROUND #9, EPS: 0.00 NUMBER: 30
> step #50, info: {'kill': 109.0}
> step #100, info: {'kill': 151.0}

